ObjectId,linka_1,licence_1,spoj_1,dopravce_1,tarifni_cislo_1,prijezd_1,ceka_1,odjezd_1,zastavka_crz,zastavka_nazev,vycka,typ,linka_2,licence_2,spoj_2,dopravce_2,z_do,cas,dp_id
998,IREDO 305,642305,21,CDS s.r.o. Náchod,20,2021/10/08 14:44:00+00,3,2021/10/08 14:47:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,52,CDS s.r.o. Náchod,Stárkov,2021/10/08 14:40:00+00,CDAL1087
999,IREDO 305,642305,21,CDS s.r.o. Náchod,47,2021/10/08 15:55:00+00,0,2021/10/08 15:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,18,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 15:49:59+00,CDAL1088
1000,IREDO 305,642305,29,CDS s.r.o. Náchod,47,2021/10/08 17:55:00+00,0,2021/10/08 17:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,20,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 17:50:00+00,CDAL1089
1001,IREDO 305,642305,33,CDS s.r.o. Náchod,16,2021/10/08 02:47:00+00,0,2021/10/08 02:47:00+00,1142,"Bezděkov n.Met.,Mýto",3,bus,IREDO 361,641361,2,CDS s.r.o. Náchod,Machov,2021/10/08 02:35:59+00,CDAL1090
1002,IREDO 305,642305,33,CDS s.r.o. Náchod,20,2021/10/08 02:54:00+00,3,2021/10/08 02:57:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 352,642352,2,CDS s.r.o. Náchod,Žďárky,2021/10/08 02:55:00+00,CDAL1091
1003,IREDO 305,642305,33,CDS s.r.o. Náchod,36,2021/10/08 03:30:00+00,4,2021/10/08 03:33:59+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 336,662336,8,AUDIS BUS s.r.o.,Přibyslav,2021/10/08 03:32:00+00,CDAL1092
1004,IREDO 305,642305,33,CDS s.r.o. Náchod,47,2021/10/08 03:55:00+00,0,2021/10/08 03:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,6,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 03:49:00+00,CDAL1093
1005,IREDO 305,642305,35,CDS s.r.o. Náchod,1,2021/10/08 02:35:00+00,0,2021/10/08 02:35:00+00,2885,"Broumov,žel.st.",5,bus,IREDO 376,641376,1,P-transport s.r.o.,Křinice,2021/10/08 02:32:59+00,CDAL1094
1006,IREDO 305,642305,35,CDS s.r.o. Náchod,16,2021/10/08 03:07:00+00,0,2021/10/08 03:07:00+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,4,CDS s.r.o. Náchod,Machov,2021/10/08 03:01:00+00,CDAL1095
1007,IREDO 305,642305,35,CDS s.r.o. Náchod,20,2021/10/08 03:14:00+00,3,2021/10/08 03:17:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,30,CDS s.r.o. Náchod,Stárkov,2021/10/08 03:14:59+00,CDAL1096
1008,IREDO 305,642305,35,CDS s.r.o. Náchod,36,2021/10/08 03:59:59+00,4,2021/10/08 04:04:00+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 333,662333,2,AUDIS BUS s.r.o.,č.skalice,2021/10/08 04:01:00+00,CDAL1097
1009,IREDO 305,642305,39,CDS s.r.o. Náchod,1,2021/10/08 03:04:59+00,0,2021/10/08 03:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,25150,,"České dráhy, a.s.",Meziměstí,2021/10/08 02:55:00+00,CDAL1098
1010,IREDO 305,642305,39,CDS s.r.o. Náchod,16,2021/10/08 03:36:59+00,0,2021/10/08 03:36:59+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,6,CDS s.r.o. Náchod,Machov,2021/10/08 03:30:59+00,CDAL1099
1011,IREDO 305,642305,39,CDS s.r.o. Náchod,20,2021/10/08 03:46:59+00,0,2021/10/08 03:46:59+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,31,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 03:36:00+00,CDAL1100
1012,IREDO 305,642305,8,CDS s.r.o. Náchod,47,2021/10/08 08:08:00+00,0,2021/10/08 08:08:00+00,16063,"Králova Lhota,prodejna",3,bus,IREDO 313,662313,9,AUDIS BUS s.r.o.,Dobruška,2021/10/08 08:03:59+00,CDAL1156
1013,IREDO 300,642300,24,CDS s.r.o. Náchod,13,2021/10/08 13:28:00+00,3,2021/10/08 13:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,40,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 13:25:00+00,CDAL957
1014,IREDO 305,642305,22,CDS s.r.o. Náchod,11,2021/10/08 15:29:00+00,1,2021/10/08 15:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,24,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 15:25:00+00,CDAL1157
1015,IREDO 305,642305,22,CDS s.r.o. Náchod,14,2021/10/08 15:20:59+00,0,2021/10/08 15:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:14:59+00,CDAL1158
1016,IREDO 300,642300,28,CDS s.r.o. Náchod,13,2021/10/08 15:27:59+00,3,2021/10/08 15:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,44,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 15:25:00+00,CDAL958
1017,IREDO 305,642305,24,CDS s.r.o. Náchod,20,2021/10/08 15:43:00+00,0,2021/10/08 15:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,23,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 15:38:00+00,CDAL1159
1018,IREDO 300,642300,30,CDS s.r.o. Náchod,36,2021/10/08 15:55:00+00,5,2021/10/08 15:59:59+00,4688,"Červený Kostelec,aut.st.",5,bus,IREDO 340,642340,57,CDS s.r.o. Náchod,"Č.Kostelec,žel.st.",2021/10/08 15:58:00+00,CDAL959
1019,IREDO 305,642305,32,CDS s.r.o. Náchod,47,2021/10/08 18:08:00+00,0,2021/10/08 18:08:00+00,16063,"Králova Lhota,prodejna",3,bus,IREDO 313,662313,19,AUDIS BUS s.r.o.,Dobruška,2021/10/08 18:04:00+00,CDAL1160
1020,IREDO 300,642300,30,CDS s.r.o. Náchod,36,2021/10/08 15:55:00+00,5,2021/10/08 15:59:59+00,4688,"Červený Kostelec,aut.st.",5,bus,IREDO 349,642349,14,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 15:56:00+00,CDAL960
1021,IREDO 305,642305,38,CDS s.r.o. Náchod,36,2021/10/08 06:26:00+00,3,2021/10/08 06:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 331,662331,10,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 06:17:59+00,CDAL1161
1022,IREDO 300,642300,34,CDS s.r.o. Náchod,25,2021/10/08 20:58:00+00,4,2021/10/08 21:01:59+00,4700,"Červený Kostelec,žel.st.",15,vlak,VLAK,1898,,"České dráhy, a.s.",Hradec Králové,2021/10/08 20:56:00+00,CDAL961
1023,IREDO 305,642305,44,CDS s.r.o. Náchod,11,2021/10/08 11:29:00+00,1,2021/10/08 11:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,14,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 11:25:00+00,CDAL1162
1024,IREDO 300,642300,34,CDS s.r.o. Náchod,36,2021/10/08 20:45:00+00,10,2021/10/08 20:55:00+00,4688,"Červený Kostelec,aut.st.",10,bus,IREDO 340,642340,32,CDS s.r.o. Náchod,Hronov,2021/10/08 20:53:00+00,CDAL962
1025,IREDO 305,642305,44,CDS s.r.o. Náchod,11,2021/10/08 11:29:00+00,1,2021/10/08 11:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,214,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 11:25:00+00,CDAL1163
1026,IREDO 300,642300,34,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 305,641305,74,P-transport s.r.o.,Praha,2021/10/08 20:15:00+00,CDAL963
1027,IREDO 305,642305,44,CDS s.r.o. Náchod,14,2021/10/08 11:21:00+00,0,2021/10/08 11:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1852,,"České dráhy, a.s.",Starkoč,2021/10/08 11:15:00+00,CDAL1164
1028,IREDO 300,642300,34,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 375,642375,17,CDS s.r.o. Náchod,Hronov,2021/10/08 20:19:59+00,CDAL964
1029,IREDO 305,642305,44,CDS s.r.o. Náchod,19,2021/10/08 11:15:00+00,0,2021/10/08 11:15:00+00,10903,"Hronov,Žabokrky,žel.zast.",5,bus,IREDO 351,642351,10,CDS s.r.o. Náchod,Stárkov,2021/10/08 11:13:00+00,CDAL1165
1030,IREDO 300,642300,34,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 306,662306,32,AUDIS BUS s.r.o.,Vysokov,2021/10/08 20:16:00+00,CDAL965
1031,IREDO 305,642305,44,CDS s.r.o. Náchod,36,2021/10/08 10:26:00+00,3,2021/10/08 10:28:59+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 331,662331,18,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 10:18:00+00,CDAL1166
1032,IREDO 305,642305,48,CDS s.r.o. Náchod,11,2021/10/08 12:29:00+00,1,2021/10/08 12:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,18,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 12:25:00+00,CDAL1167
1033,IREDO 305,642305,48,CDS s.r.o. Náchod,14,2021/10/08 12:20:59+00,0,2021/10/08 12:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1854,,"České dráhy, a.s.",Starkoč,2021/10/08 12:14:59+00,CDAL1168
1034,IREDO 305,642305,48,CDS s.r.o. Náchod,20,2021/10/08 12:13:00+00,0,2021/10/08 12:13:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,43,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 12:08:00+00,CDAL1169
1035,IREDO 305,642305,48,CDS s.r.o. Náchod,36,2021/10/08 11:26:00+00,3,2021/10/08 11:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 332,662332,12,AUDIS BUS s.r.o.,Janov,2021/10/08 11:25:00+00,CDAL1170
1036,IREDO 305,642305,54,CDS s.r.o. Náchod,47,2021/10/08 12:08:00+00,0,2021/10/08 12:08:00+00,16063,"Králova Lhota,prodejna",3,bus,IREDO 313,662313,13,AUDIS BUS s.r.o.,Dobruška,2021/10/08 12:04:00+00,CDAL1171
1037,IREDO 305,642305,56,CDS s.r.o. Náchod,14,2021/10/08 13:50:59+00,0,2021/10/08 13:50:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1824,,"České dráhy, a.s.",Hradec Králové,2021/10/08 13:41:00+00,CDAL1172
1038,IREDO 305,642305,56,CDS s.r.o. Náchod,20,2021/10/08 13:43:00+00,0,2021/10/08 13:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,21,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 13:38:00+00,CDAL1173
1039,IREDO 305,642305,60,CDS s.r.o. Náchod,19,2021/10/08 14:45:00+00,0,2021/10/08 14:45:00+00,10903,"Hronov,Žabokrky,žel.zast.",3,bus,IREDO 351,642351,52,CDS s.r.o. Náchod,Stárkov,2021/10/08 14:38:00+00,CDAL1174
1040,IREDO 305,642305,60,CDS s.r.o. Náchod,20,2021/10/08 14:41:00+00,2,2021/10/08 14:42:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,73,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 14:38:00+00,CDAL1175
1041,IREDO 305,642305,64,CDS s.r.o. Náchod,11,2021/10/08 16:28:59+00,1,2021/10/08 16:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,30,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 16:25:00+00,CDAL1176
1042,IREDO 305,642305,64,CDS s.r.o. Náchod,14,2021/10/08 16:21:00+00,0,2021/10/08 16:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1862,,"České dráhy, a.s.",Starkoč,2021/10/08 16:15:00+00,CDAL1177
1043,IREDO 305,642305,66,CDS s.r.o. Náchod,20,2021/10/08 16:41:00+00,2,2021/10/08 16:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,59,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 16:38:00+00,CDAL1178
1044,IREDO 305,642305,70,CDS s.r.o. Náchod,14,2021/10/08 18:20:59+00,0,2021/10/08 18:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",10,vlak,VLAK,1866,,"České dráhy, a.s.",Starkoč,2021/10/08 18:14:00+00,CDAL1179
1045,IREDO 305,642305,102,CDS s.r.o. Náchod,14,2021/10/08 07:21:00+00,0,2021/10/08 07:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1844,,"České dráhy, a.s.",Starkoč,2021/10/08 07:15:00+00,CDAL1180
1046,IREDO 305,642305,102,CDS s.r.o. Náchod,36,2021/10/08 06:26:00+00,3,2021/10/08 06:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,108,AUDIS BUS s.r.o.,Janov,2021/10/08 06:23:00+00,CDAL1181
1047,IREDO 305,642305,102,CDS s.r.o. Náchod,47,2021/10/08 06:08:00+00,0,2021/10/08 06:08:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,107,AUDIS BUS s.r.o.,Dobruška,2021/10/08 06:03:00+00,CDAL1182
1048,IREDO 305,642305,104,CDS s.r.o. Náchod,14,2021/10/08 09:20:59+00,0,2021/10/08 09:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:14:59+00,CDAL1183
1049,IREDO 305,642305,104,CDS s.r.o. Náchod,36,2021/10/08 08:26:00+00,3,2021/10/08 08:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 331,662331,110,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 08:18:00+00,CDAL1184
1050,IREDO 305,642305,104,CDS s.r.o. Náchod,36,2021/10/08 08:26:00+00,3,2021/10/08 08:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,110,AUDIS BUS s.r.o.,Janov,2021/10/08 08:23:00+00,CDAL1185
1051,IREDO 305,642305,108,CDS s.r.o. Náchod,14,2021/10/08 11:21:00+00,0,2021/10/08 11:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1852,,"České dráhy, a.s.",Starkoč,2021/10/08 11:15:00+00,CDAL1186
1052,IREDO 305,642305,110,CDS s.r.o. Náchod,11,2021/10/08 15:29:00+00,1,2021/10/08 15:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,24,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 15:25:00+00,CDAL1187
1053,IREDO 305,642305,110,CDS s.r.o. Náchod,14,2021/10/08 15:20:59+00,0,2021/10/08 15:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:14:59+00,CDAL1188
1054,IREDO 305,642305,110,CDS s.r.o. Náchod,47,2021/10/08 14:08:00+00,0,2021/10/08 14:08:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,115,AUDIS BUS s.r.o.,Dobruška,2021/10/08 14:03:00+00,CDAL1189
1055,IREDO 305,642305,114,CDS s.r.o. Náchod,11,2021/10/08 16:28:59+00,1,2021/10/08 16:30:00+00,27457,"Police n.Met.,aut.st.",5,bus,IREDO 360,641360,158,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 16:25:00+00,CDAL1190
1056,IREDO 305,642305,114,CDS s.r.o. Náchod,14,2021/10/08 16:21:00+00,0,2021/10/08 16:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1862,,"České dráhy, a.s.",Starkoč,2021/10/08 16:15:00+00,CDAL1191
1057,IREDO 305,642305,118,CDS s.r.o. Náchod,47,2021/10/08 18:08:00+00,0,2021/10/08 18:08:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,119,AUDIS BUS s.r.o.,Dobruška,2021/10/08 18:03:00+00,CDAL1192
1058,IREDO 305,642305,120,CDS s.r.o. Náchod,14,2021/10/08 20:45:59+00,0,2021/10/08 20:45:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",10,vlak,VLAK,5146,,"České dráhy, a.s.",Náchod,2021/10/08 20:35:59+00,CDAL1193
1059,IREDO 305,642305,120,CDS s.r.o. Náchod,31,2021/10/08 20:15:00+00,10,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL1194
1060,IREDO 305,642305,124,CDS s.r.o. Náchod,14,2021/10/08 15:20:59+00,0,2021/10/08 15:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:14:59+00,CDAL1195
1061,IREDO 305,642305,124,CDS s.r.o. Náchod,47,2021/10/08 14:08:00+00,0,2021/10/08 14:08:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,115,AUDIS BUS s.r.o.,Dobruška,2021/10/08 14:03:00+00,CDAL1196
1062,IREDO 305,642305,126,CDS s.r.o. Náchod,47,2021/10/08 18:08:00+00,0,2021/10/08 18:08:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,119,AUDIS BUS s.r.o.,Dobruška,2021/10/08 18:03:00+00,CDAL1197
1063,IREDO 305,642305,128,CDS s.r.o. Náchod,14,2021/10/08 18:20:59+00,0,2021/10/08 18:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",10,vlak,VLAK,1866,,"České dráhy, a.s.",Starkoč,2021/10/08 18:14:00+00,CDAL1198
1064,IREDO 305,642305,208,CDS s.r.o. Náchod,14,2021/10/08 09:20:59+00,0,2021/10/08 09:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:14:59+00,CDAL1199
1065,IREDO 305,642305,208,CDS s.r.o. Náchod,36,2021/10/08 08:26:00+00,3,2021/10/08 08:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",7,bus,IREDO 331,662331,14,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 08:18:00+00,CDAL1200
1066,IREDO 300,642300,34,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL966
1067,IREDO 300,642300,38,CDS s.r.o. Náchod,13,2021/10/08 03:58:00+00,3,2021/10/08 04:01:00+00,37750,"Úpice,most F.L.Riegra",3,bus,IREDO 422,642422,2,CDS s.r.o. Náchod,MAršov ,2021/10/08 03:52:00+00,CDAL967
1068,IREDO 300,642300,50,CDS s.r.o. Náchod,36,2021/10/08 12:35:00+00,5,2021/10/08 12:40:00+00,4688,"Červený Kostelec,aut.st.",3,bus,IREDO 340,642340,54,CDS s.r.o. Náchod,Hronov,2021/10/08 12:36:59+00,CDAL968
1069,IREDO 300,642300,52,CDS s.r.o. Náchod,13,2021/10/08 14:28:00+00,3,2021/10/08 14:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,42,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 14:25:00+00,CDAL969
1070,IREDO 300,642300,108,CDS s.r.o. Náchod,13,2021/10/08 07:28:00+00,3,2021/10/08 07:31:00+00,37750,"Úpice,most F.L.Riegra",10,bus,IREDO 421,642421,102,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 07:28:00+00,CDAL970
1071,IREDO 300,642300,112,CDS s.r.o. Náchod,13,2021/10/08 11:28:00+00,3,2021/10/08 11:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,36,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 11:25:00+00,CDAL971
1072,IREDO 300,642300,116,CDS s.r.o. Náchod,13,2021/10/08 15:27:59+00,3,2021/10/08 15:30:59+00,37750,"Úpice,most F.L.Riegra",10,bus,IREDO 421,642421,106,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 15:27:59+00,CDAL972
1073,IREDO 300,642300,122,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 305,642305,120,CDS s.r.o. Náchod,Praha,2021/10/08 20:15:00+00,CDAL973
1074,IREDO 300,642300,122,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL974
1075,IREDO 300,642300,124,CDS s.r.o. Náchod,25,2021/10/08 20:50:00+00,12,2021/10/08 21:01:59+00,4700,"Červený Kostelec,žel.st.",15,vlak,VLAK,1898,,"České dráhy, a.s.",Hradec Králové,2021/10/08 20:56:00+00,CDAL975
1076,IREDO 300,642300,124,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 305,641305,176,P-transport s.r.o.,Praha,2021/10/08 20:15:00+00,CDAL976
1077,IREDO 300,642300,124,CDS s.r.o. Náchod,55,2021/10/08 20:25:00+00,0,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL977
1078,IREDO 300,691300,12,AUDIS BUS s.r.o.,13,2021/10/08 04:42:00+00,0,2021/10/08 04:42:00+00,37750,"Úpice,most F.L.Riegra",3,bus,IREDO 421,642421,6,CDS s.r.o. Náchod,Maršov u Úpice,2021/10/08 04:33:00+00,CDAL978
1079,IREDO 301,642301,61,CDS s.r.o. Náchod,46,2021/10/08 11:35:00+00,0,2021/10/08 11:35:00+00,4688,"Červený Kostelec,aut.st.",3,bus,IREDO 321,642321,10,CDS s.r.o. Náchod,Hořičky,2021/10/08 11:25:00+00,CDAL979
1080,IREDO 301,642301,65,CDS s.r.o. Náchod,31,2021/10/08 12:49:59+00,0,2021/10/08 12:49:59+00,30377,"Rtyně v Podkr.,aut.st.",5,bus,IREDO 300,642300,23,CDS s.r.o. Náchod,Trutnov,2021/10/08 12:46:00+00,CDAL980
1081,IREDO 301,642301,73,CDS s.r.o. Náchod,46,2021/10/08 14:35:00+00,0,2021/10/08 14:35:00+00,4688,"Červený Kostelec,aut.st.",5,bus,IREDO 321,642321,14,CDS s.r.o. Náchod,Hořičky,2021/10/08 14:25:00+00,CDAL981
1082,IREDO 301,642301,101,CDS s.r.o. Náchod,35,2021/10/08 06:00:00+00,0,2021/10/08 06:00:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1884,,"České dráhy, a.s.",Hradec Králové,2021/10/08 05:48:00+00,CDAL982
1083,IREDO 301,642301,103,CDS s.r.o. Náchod,35,2021/10/08 10:05:00+00,0,2021/10/08 10:05:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1888,,"České dráhy, a.s.",Hradec Králové,2021/10/08 09:48:00+00,CDAL983
1084,IREDO 301,642301,105,CDS s.r.o. Náchod,35,2021/10/08 14:00:00+00,0,2021/10/08 14:00:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1892,,"České dráhy, a.s.",Hradec Králové,2021/10/08 13:47:59+00,CDAL984
1085,IREDO 301,642301,131,CDS s.r.o. Náchod,1,2021/10/08 16:25:00+00,0,2021/10/08 16:25:00+00,36539,"Trutnov,aut.st.",5,bus,695212,695212,110,,"Trutnov,Volanov",2021/10/08 16:21:59+00,CDAL985
1086,IREDO 301,642301,253,CDS s.r.o. Náchod,46,2021/10/08 04:25:00+00,5,2021/10/08 04:30:00+00,4688,"Červený Kostelec,aut.st.",5,bus,IREDO 321,642321,4,CDS s.r.o. Náchod,Hořičky,2021/10/08 04:25:00+00,CDAL986
1087,IREDO 301,642301,277,CDS s.r.o. Náchod,35,2021/10/08 05:15:00+00,0,2021/10/08 05:15:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,932,,"České dráhy, a.s.",Trutnov,2021/10/08 05:10:00+00,CDAL987
1088,IREDO 301,642301,4,CDS s.r.o. Náchod,19,2021/10/08 03:27:59+00,3,2021/10/08 03:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,26,CDS s.r.o. Náchod,Hořičky,2021/10/08 03:25:00+00,CDAL988
1089,IREDO 301,642301,4,CDS s.r.o. Náchod,19,2021/10/08 03:27:59+00,3,2021/10/08 03:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 423,642423,2,CDS s.r.o. Náchod,Malé Svatoňovice,2021/10/08 03:30:00+00,CDAL989
1090,IREDO 301,642301,6,CDS s.r.o. Náchod,19,2021/10/08 04:28:00+00,3,2021/10/08 04:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,28,CDS s.r.o. Náchod,Česká Skalice,2021/10/08 04:25:00+00,CDAL990
1091,IREDO 301,642301,22,CDS s.r.o. Náchod,19,2021/10/08 08:32:00+00,0,2021/10/08 08:32:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,34,CDS s.r.o. Náchod,Česká Skalice,2021/10/08 08:25:00+00,CDAL991
1092,IREDO 301,642301,28,CDS s.r.o. Náchod,19,2021/10/08 10:57:00+00,0,2021/10/08 10:57:00+00,37750,"Úpice,most F.L.Riegra",3,bus,IREDO 421,642421,10,CDS s.r.o. Náchod,Maršov u Úpice,2021/10/08 10:49:00+00,CDAL992
1093,IREDO 301,642301,36,CDS s.r.o. Náchod,65,2021/10/08 13:05:00+00,0,2021/10/08 13:05:00+00,22487,"Náchod,aut.st.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 12:56:00+00,CDAL993
1094,IREDO 301,642301,36,CDS s.r.o. Náchod,65,2021/10/08 13:05:00+00,0,2021/10/08 13:05:00+00,22487,"Náchod,aut.st.",5,vlak,VLAK,1859,,"České dráhy, a.s.",Broumov,2021/10/08 12:58:00+00,CDAL994
1095,IREDO 301,642301,38,CDS s.r.o. Náchod,19,2021/10/08 14:51:59+00,0,2021/10/08 14:51:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,16,CDS s.r.o. Náchod,Maršov u Úpice,2021/10/08 14:48:59+00,CDAL995
